age,job,marital,education,default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome
44,technician,single,secondary,no,yes,yes,unknown,may,14,100,3,-1,0,unknown
33,technician,married,tertiary,no,no,no,cellular,jul,21,204,4,-1,0,unknown
54,retired,married,secondary,no,yes,no,cellular,may,14,155,1,177,7,failure
26,blue-collar,married,secondary,no,yes,no,unknown,jul,4,46,3,-1,0,unknown
54,blue-collar,married,secondary,no,no,no,telephone,apr,16,1366,1,150,1,failure
48,housemaid,married,primary,no,no,no,cellular,nov,21,609,2,-1,0,unknown
30,services,single,tertiary,no,no,yes,cellular,aug,21,1532,2,-1,0,unknown
29,management,single,tertiary,no,no,no,cellular,nov,12,226,1,92,1,other
51,entrepreneur,married,tertiary,no,yes,no,cellular,may,5,168,1,-1,0,unknown
53,unemployed,married,primary,no,yes,no,cellular,dec,3,352,1,-1,0,unknown
43,blue-collar,married,secondary,no,yes,no,cellular,jul,30,335,6,-1,0,unknown
34,admin.,married,tertiary,no,yes,yes,cellular,sep,25,74,1,-1,0,unknown
40,entrepreneur,married,tertiary,no,yes,no,cellular,may,12,85,1,-1,0,unknown
43,technician,married,secondary,no,yes,no,unknown,may,5,117,1,-1,0,unknown
33,admin.,single,secondary,no,yes,yes,cellular,jul,25,184,1,-1,0,unknown
66,retired,married,secondary,no,no,no,cellular,aug,13,72,3,-1,0,unknown
44,technician,divorced,secondary,no,yes,no,unknown,may,7,171,1,-1,0,unknown
33,services,married,secondary,no,yes,no,telephone,jul,22,44,8,-1,0,unknown
31,technician,single,secondary,no,no,no,cellular,aug,13,336,2,-1,0,unknown
71,retired,married,primary,no,no,no,cellular,feb,16,93,5,-1,0,unknown
22,student,single,primary,no,no,no,cellular,oct,20,332,1,183,3,failure
46,unemployed,single,tertiary,no,no,no,cellular,feb,4,398,1,-1,0,unknown
32,services,married,secondary,no,yes,yes,unknown,may,21,86,2,-1,0,unknown
45,blue-collar,married,secondary,no,no,yes,cellular,feb,9,45,2,-1,0,unknown
32,management,married,secondary,no,yes,no,unknown,may,28,110,2,-1,0,unknown
49,blue-collar,married,primary,no,yes,yes,telephone,feb,9,152,3,221,1,failure
27,technician,single,secondary,no,yes,no,cellular,jul,30,356,4,-1,0,unknown
46,entrepreneur,married,secondary,no,no,no,unknown,jun,16,382,3,-1,0,unknown
37,management,single,tertiary,no,no,no,cellular,jan,28,233,1,-1,0,unknown
30,unemployed,single,secondary,yes,yes,no,unknown,may,28,87,1,-1,0,unknown
44,self-employed,divorced,secondary,no,yes,yes,unknown,may,14,387,2,-1,0,unknown
45,technician,married,secondary,no,yes,no,cellular,jun,30,103,1,-1,0,unknown
27,student,single,secondary,no,no,no,cellular,mar,27,378,1,-1,0,unknown
57,housemaid,married,primary,no,no,no,unknown,jun,9,257,2,-1,0,unknown
66,management,married,tertiary,no,no,no,cellular,jul,7,282,1,-1,0,unknown
40,admin.,divorced,secondary,no,no,no,unknown,jan,7,176,1,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,cellular,may,14,24,6,-1,0,unknown
33,blue-collar,single,secondary,no,yes,no,cellular,nov,20,766,3,-1,0,unknown
42,services,divorced,secondary,no,yes,no,cellular,may,12,955,2,-1,0,unknown
47,unemployed,married,secondary,no,yes,no,cellular,feb,3,426,3,-1,0,unknown
27,technician,single,tertiary,no,yes,no,unknown,may,29,244,2,-1,0,unknown
78,retired,married,tertiary,no,no,no,telephone,nov,6,136,1,-1,0,unknown
50,services,married,primary,no,no,no,cellular,nov,18,172,1,-1,0,unknown
46,entrepreneur,single,tertiary,no,yes,no,cellular,nov,19,93,1,189,8,failure
41,admin.,divorced,secondary,no,yes,yes,telephone,mar,15,300,6,182,2,success
36,admin.,single,tertiary,no,no,no,cellular,nov,11,118,4,104,7,failure
49,retired,married,primary,no,no,no,unknown,jul,4,191,2,-1,0,unknown
46,management,divorced,tertiary,no,yes,yes,unknown,may,27,107,2,-1,0,unknown
77,retired,married,primary,no,no,no,telephone,feb,24,513,2,89,7,failure
30,technician,single,tertiary,no,yes,yes,unknown,jun,6,91,18,-1,0,unknown
43,management,single,secondary,yes,yes,yes,cellular,jul,18,76,4,-1,0,unknown
44,blue-collar,married,secondary,no,yes,no,unknown,may,29,1236,2,-1,0,unknown
40,blue-collar,married,primary,no,yes,no,unknown,jun,2,193,5,-1,0,unknown
38,blue-collar,married,primary,no,yes,no,unknown,jun,20,324,5,-1,0,unknown
25,unemployed,single,tertiary,no,no,no,cellular,jun,1,377,1,-1,0,unknown
49,management,married,tertiary,no,yes,no,cellular,nov,20,408,1,-1,0,unknown
33,blue-collar,married,primary,no,yes,no,cellular,may,7,246,2,-1,0,unknown
40,management,single,tertiary,no,no,no,cellular,aug,26,58,7,-1,0,unknown
44,blue-collar,married,primary,no,yes,no,cellular,jul,17,196,1,-1,0,unknown
32,blue-collar,married,secondary,no,yes,yes,cellular,apr,20,219,4,-1,0,unknown
52,management,married,tertiary,no,yes,no,cellular,jul,9,197,1,-1,0,unknown
35,management,married,tertiary,no,yes,no,cellular,aug,7,257,2,-1,0,unknown
35,technician,married,secondary,no,yes,no,cellular,jan,29,381,1,247,2,failure
32,management,married,secondary,no,yes,yes,unknown,may,21,486,2,-1,0,unknown
42,technician,married,secondary,no,yes,yes,unknown,may,28,162,1,-1,0,unknown
59,blue-collar,married,unknown,no,no,no,unknown,jun,5,153,1,-1,0,unknown
44,technician,single,secondary,no,no,no,cellular,aug,8,809,2,-1,0,unknown
50,admin.,divorced,secondary,no,yes,no,cellular,apr,17,50,1,-1,0,unknown
27,blue-collar,single,secondary,no,no,no,cellular,jul,22,39,17,-1,0,unknown
55,management,divorced,tertiary,no,no,no,cellular,aug,26,131,2,-1,0,unknown
54,blue-collar,married,unknown,no,yes,no,telephone,jan,28,526,4,258,3,other
31,unemployed,single,secondary,no,yes,no,unknown,may,26,172,3,-1,0,unknown
56,admin.,married,unknown,no,no,no,cellular,feb,8,405,1,305,1,success
51,self-employed,married,tertiary,no,no,no,cellular,jul,31,77,3,-1,0,unknown
61,blue-collar,married,primary,no,yes,no,unknown,may,19,158,2,-1,0,unknown
34,technician,single,secondary,no,yes,no,cellular,may,7,146,2,171,3,failure
56,blue-collar,married,primary,no,no,no,unknown,may,29,27,1,-1,0,unknown
29,student,single,unknown,no,no,no,cellular,aug,14,105,1,-1,0,unknown
34,management,single,tertiary,no,yes,no,unknown,jun,3,119,4,-1,0,unknown
35,services,single,secondary,no,yes,yes,cellular,apr,16,327,1,-1,0,unknown
56,admin.,divorced,secondary,no,no,yes,cellular,aug,18,150,2,-1,0,unknown
45,blue-collar,married,secondary,no,yes,yes,cellular,nov,19,482,3,120,2,failure
31,admin.,single,secondary,no,yes,no,unknown,may,28,81,2,-1,0,unknown
37,entrepreneur,divorced,tertiary,no,no,no,cellular,nov,18,1164,2,-1,0,unknown
43,admin.,married,secondary,no,yes,no,cellular,jul,17,674,3,-1,0,unknown
40,management,married,unknown,no,yes,no,cellular,jul,10,347,1,-1,0,unknown
44,management,married,primary,no,yes,no,cellular,jul,22,712,6,-1,0,unknown
38,admin.,single,secondary,no,no,no,cellular,nov,20,48,2,-1,0,unknown
58,management,divorced,tertiary,no,yes,yes,cellular,nov,17,279,1,-1,0,unknown
24,blue-collar,single,secondary,no,yes,no,unknown,may,16,236,2,-1,0,unknown
53,services,married,secondary,no,yes,no,cellular,jul,18,91,2,-1,0,unknown
36,blue-collar,married,secondary,no,yes,yes,cellular,may,18,15,8,-1,0,unknown
28,blue-collar,married,primary,no,yes,no,cellular,may,6,161,1,337,1,failure
45,blue-collar,married,primary,no,yes,yes,unknown,may,16,187,19,-1,0,unknown
32,admin.,single,tertiary,no,yes,no,cellular,nov,19,100,1,182,1,failure
46,admin.,married,secondary,no,yes,yes,cellular,jul,8,214,4,-1,0,unknown
28,blue-collar,single,secondary,no,yes,yes,cellular,apr,17,406,1,317,1,failure
51,unemployed,married,secondary,no,yes,no,cellular,may,13,361,1,364,1,failure
51,blue-collar,married,primary,no,no,no,unknown,jun,17,30,3,-1,0,unknown
30,technician,single,secondary,no,yes,no,unknown,jun,4,99,2,-1,0,unknown
39,technician,married,secondary,yes,yes,no,unknown,may,14,202,2,-1,0,unknown
28,blue-collar,married,primary,no,yes,no,unknown,jun,26,318,2,-1,0,unknown
31,management,single,tertiary,no,no,no,cellular,aug,13,275,12,-1,0,unknown
31,blue-collar,married,primary,no,yes,yes,unknown,may,12,59,4,-1,0,unknown
38,management,married,tertiary,no,no,no,cellular,aug,29,70,4,-1,0,unknown
31,blue-collar,single,secondary,no,yes,no,cellular,apr,14,1126,1,335,1,failure
74,retired,divorced,secondary,no,no,no,cellular,oct,19,343,3,-1,0,unknown
40,management,single,tertiary,no,yes,no,cellular,feb,23,228,2,182,6,failure
43,technician,married,secondary,no,yes,no,cellular,aug,11,209,2,-1,0,unknown
34,technician,single,tertiary,no,yes,no,cellular,apr,13,709,1,-1,0,unknown
54,management,divorced,tertiary,no,no,no,cellular,mar,11,275,2,-1,0,unknown
51,blue-collar,married,primary,no,yes,no,cellular,may,12,51,2,342,3,failure
33,blue-collar,married,secondary,no,no,yes,unknown,jul,3,267,1,-1,0,unknown
41,technician,married,tertiary,no,no,no,unknown,jun,20,95,1,-1,0,unknown
33,management,single,tertiary,no,no,no,cellular,oct,28,246,2,-1,0,unknown
48,admin.,married,secondary,no,no,yes,cellular,jul,7,46,1,-1,0,unknown
42,self-employed,divorced,tertiary,no,yes,no,cellular,may,8,144,3,-1,0,unknown
35,management,single,tertiary,no,no,no,cellular,aug,8,249,2,-1,0,unknown
25,admin.,married,secondary,no,yes,no,unknown,may,28,328,1,-1,0,unknown
38,blue-collar,single,primary,no,yes,yes,unknown,aug,25,17,1,-1,0,unknown
45,entrepreneur,married,secondary,no,yes,no,unknown,may,14,126,3,-1,0,unknown
59,management,divorced,tertiary,no,yes,no,cellular,jul,31,52,8,-1,0,unknown
47,management,married,unknown,no,no,no,unknown,jun,9,52,1,-1,0,unknown
33,management,married,tertiary,no,yes,no,cellular,jul,16,285,5,-1,0,unknown
59,management,married,primary,no,no,no,telephone,may,25,500,4,358,2,failure
41,blue-collar,divorced,primary,no,no,yes,cellular,jul,15,955,5,-1,0,unknown
42,technician,married,secondary,no,yes,no,cellular,jul,7,216,5,-1,0,unknown
51,technician,divorced,tertiary,no,no,no,cellular,aug,28,84,7,-1,0,unknown
45,management,married,tertiary,no,yes,no,cellular,may,6,138,3,-1,0,unknown
30,management,married,tertiary,no,yes,yes,cellular,nov,21,436,2,178,3,other
33,blue-collar,single,secondary,no,yes,no,cellular,may,6,123,1,-1,0,unknown
43,management,married,tertiary,no,no,no,cellular,aug,18,36,4,-1,0,unknown
37,blue-collar,married,secondary,no,no,no,unknown,jun,16,405,3,-1,0,unknown
73,retired,married,primary,no,no,no,cellular,oct,15,103,1,-1,0,unknown
43,blue-collar,married,secondary,no,yes,no,unknown,sep,30,175,1,-1,0,unknown
52,unemployed,married,primary,no,no,yes,cellular,jul,10,374,3,-1,0,unknown
44,management,married,tertiary,no,yes,no,unknown,jun,4,129,4,-1,0,unknown
56,management,married,tertiary,no,no,yes,telephone,jul,9,246,3,-1,0,unknown
21,services,single,secondary,no,yes,no,unknown,may,29,107,2,-1,0,unknown
43,unknown,married,tertiary,no,no,no,unknown,jun,19,385,1,-1,0,unknown
54,management,married,primary,no,no,yes,cellular,nov,20,104,3,-1,0,unknown
59,technician,married,primary,no,no,no,cellular,jan,14,309,1,91,10,success
52,blue-collar,married,primary,no,yes,no,cellular,may,6,198,2,170,2,failure
31,admin.,single,secondary,no,yes,no,unknown,may,26,543,2,-1,0,unknown
53,admin.,married,secondary,no,no,yes,cellular,jul,18,143,7,-1,0,unknown
24,technician,single,secondary,no,yes,no,unknown,may,19,23,1,-1,0,unknown
57,retired,married,secondary,no,no,yes,unknown,jun,30,104,2,-1,0,unknown
48,technician,married,secondary,no,yes,no,cellular,sep,2,378,2,386,1,success
57,technician,married,secondary,no,yes,no,cellular,nov,17,364,1,-1,0,unknown
51,technician,married,secondary,no,no,yes,cellular,jul,25,363,6,-1,0,unknown
50,management,divorced,tertiary,no,yes,no,cellular,jul,24,248,1,-1,0,unknown
34,blue-collar,married,secondary,no,yes,yes,unknown,may,27,157,2,-1,0,unknown
43,blue-collar,married,primary,no,yes,no,unknown,may,26,402,2,-1,0,unknown
31,services,married,secondary,no,yes,no,unknown,may,23,203,5,-1,0,unknown
29,blue-collar,married,unknown,no,yes,no,cellular,may,6,422,1,363,1,failure
39,blue-collar,married,primary,no,yes,no,cellular,nov,21,44,1,-1,0,unknown
36,management,single,tertiary,no,yes,no,unknown,may,30,358,4,-1,0,unknown
38,unemployed,single,tertiary,no,no,no,cellular,feb,6,39,2,-1,0,unknown
56,management,divorced,tertiary,no,yes,no,telephone,may,18,325,1,-1,0,unknown
41,housemaid,divorced,primary,no,yes,no,cellular,nov,18,238,3,126,4,other
47,technician,married,secondary,no,yes,no,cellular,apr,30,968,1,87,5,failure
38,management,single,tertiary,no,yes,no,cellular,apr,17,156,1,273,3,failure
80,retired,married,secondary,no,no,no,telephone,apr,6,681,1,118,11,success
37,services,married,secondary,no,yes,no,cellular,nov,20,187,2,-1,0,unknown
44,management,single,tertiary,no,yes,yes,cellular,may,15,104,10,-1,0,unknown
33,blue-collar,single,secondary,no,no,no,cellular,feb,6,860,2,-1,0,unknown
53,technician,married,secondary,no,no,yes,cellular,aug,13,112,2,-1,0,unknown
69,retired,married,tertiary,no,no,no,cellular,jul,7,112,1,78,1,failure
46,technician,married,secondary,no,yes,no,unknown,may,14,32,3,-1,0,unknown
30,management,single,tertiary,no,yes,no,cellular,mar,17,325,2,-1,0,unknown
31,self-employed,single,secondary,no,no,no,cellular,nov,20,410,1,-1,0,unknown
38,management,divorced,tertiary,no,yes,no,cellular,nov,20,640,1,-1,0,unknown
34,services,divorced,secondary,no,no,no,unknown,jun,9,118,1,-1,0,unknown
48,unknown,married,unknown,no,no,no,cellular,jul,30,166,2,-1,0,unknown
46,blue-collar,divorced,primary,no,no,no,cellular,feb,2,173,1,-1,0,unknown
42,admin.,married,secondary,no,yes,no,unknown,may,28,21,24,-1,0,unknown
41,blue-collar,married,secondary,no,yes,no,unknown,may,14,89,7,-1,0,unknown
33,blue-collar,married,secondary,no,yes,no,cellular,jul,28,151,3,-1,0,unknown
39,blue-collar,married,primary,no,no,no,unknown,jun,19,112,4,-1,0,unknown
27,student,single,secondary,no,no,no,cellular,jan,30,164,5,-1,0,unknown
26,management,single,tertiary,no,no,no,telephone,jan,29,145,2,164,1,other
38,management,single,tertiary,no,yes,no,cellular,may,6,606,3,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,unknown,may,26,105,1,-1,0,unknown
54,services,married,secondary,no,no,yes,cellular,jul,9,85,1,-1,0,unknown
51,services,married,secondary,no,no,no,cellular,jul,18,439,3,-1,0,unknown
47,technician,married,secondary,no,no,no,unknown,may,29,278,1,-1,0,unknown
53,technician,married,secondary,no,no,no,cellular,aug,13,205,4,-1,0,unknown
35,blue-collar,married,primary,no,yes,no,cellular,jul,16,221,1,-1,0,unknown
58,management,married,tertiary,no,yes,no,telephone,nov,18,52,3,172,3,other
52,management,divorced,tertiary,no,yes,no,unknown,jun,12,84,3,-1,0,unknown
57,retired,married,secondary,yes,yes,no,cellular,may,15,476,3,-1,0,unknown
52,management,married,tertiary,no,no,no,cellular,nov,20,371,1,-1,0,unknown
35,management,single,tertiary,no,yes,no,cellular,apr,17,128,3,-1,0,unknown
48,technician,married,secondary,no,yes,no,unknown,may,13,220,2,-1,0,unknown
46,entrepreneur,married,tertiary,no,no,no,telephone,jul,14,44,14,-1,0,unknown
39,services,married,secondary,no,yes,no,unknown,jun,8,30,1,404,2,success
38,self-employed,divorced,tertiary,no,no,no,cellular,may,7,330,1,342,1,failure
34,entrepreneur,married,secondary,no,yes,no,unknown,aug,30,28,1,-1,0,unknown
47,entrepreneur,married,primary,no,no,no,cellular,may,12,908,1,-1,0,unknown
35,management,divorced,tertiary,no,no,no,cellular,apr,16,177,1,-1,0,unknown
46,blue-collar,divorced,primary,no,yes,no,unknown,may,9,113,4,-1,0,unknown
27,admin.,single,secondary,no,yes,no,telephone,may,15,289,8,-1,0,unknown
31,blue-collar,married,secondary,no,yes,no,cellular,jul,21,357,1,-1,0,unknown
31,management,single,tertiary,no,no,no,cellular,aug,28,38,16,-1,0,unknown
46,admin.,married,secondary,no,yes,no,cellular,aug,7,414,4,-1,0,unknown
31,admin.,married,secondary,no,yes,no,cellular,nov,20,257,2,-1,0,unknown
33,management,married,tertiary,no,yes,no,unknown,aug,19,480,1,-1,0,unknown
42,housemaid,married,primary,no,no,no,cellular,aug,20,252,2,-1,0,unknown
33,management,single,primary,no,yes,no,unknown,may,20,151,1,-1,0,unknown
40,housemaid,married,primary,no,no,no,cellular,feb,6,213,4,-1,0,unknown
51,blue-collar,married,primary,no,no,yes,cellular,aug,27,119,12,-1,0,unknown
31,unemployed,married,tertiary,no,no,no,cellular,nov,21,161,2,-1,0,unknown
62,retired,divorced,tertiary,no,no,no,cellular,nov,13,227,2,-1,0,unknown
24,student,single,secondary,no,yes,no,telephone,may,18,12,3,374,1,other
48,unemployed,married,secondary,no,no,no,cellular,jan,14,517,1,282,4,success
41,technician,divorced,secondary,no,yes,no,cellular,may,7,225,2,275,2,failure
43,management,married,tertiary,no,yes,no,unknown,may,9,150,2,-1,0,unknown
52,technician,married,secondary,no,no,yes,cellular,jul,8,89,1,-1,0,unknown
54,blue-collar,married,primary,no,yes,no,unknown,may,9,103,2,-1,0,unknown
32,technician,divorced,tertiary,no,no,no,cellular,may,26,128,1,-1,0,unknown
38,blue-collar,married,primary,no,yes,no,cellular,nov,20,277,1,-1,0,unknown
41,admin.,married,primary,no,yes,no,unknown,may,15,500,1,-1,0,unknown
31,blue-collar,single,primary,no,yes,no,telephone,may,14,113,2,-1,0,unknown
35,housemaid,married,tertiary,no,yes,no,cellular,may,15,326,5,179,4,failure
26,admin.,married,secondary,no,no,no,unknown,may,27,755,1,-1,0,unknown
52,technician,married,tertiary,no,no,no,cellular,aug,29,161,3,-1,0,unknown
58,retired,married,secondary,no,yes,yes,cellular,nov,17,100,1,-1,0,unknown
57,housemaid,married,tertiary,no,no,no,cellular,aug,4,142,2,-1,0,unknown
34,management,married,tertiary,no,yes,no,unknown,may,8,214,2,-1,0,unknown
59,blue-collar,married,primary,no,no,no,cellular,nov,18,167,2,-1,0,unknown
27,technician,single,secondary,no,no,yes,cellular,jul,9,676,5,-1,0,unknown
42,entrepreneur,married,tertiary,no,no,no,cellular,jul,9,236,1,-1,0,unknown
47,housemaid,single,tertiary,no,no,no,unknown,jun,12,993,6,-1,0,unknown
33,blue-collar,married,secondary,no,yes,yes,cellular,jul,28,83,12,-1,0,unknown
31,services,single,secondary,no,yes,no,cellular,may,6,100,1,-1,0,unknown
37,management,married,tertiary,no,yes,no,cellular,feb,2,289,2,174,4,other
29,blue-collar,married,secondary,no,no,yes,cellular,jul,8,528,2,-1,0,unknown
38,unemployed,married,primary,no,no,no,unknown,jun,12,340,2,-1,0,unknown
35,self-employed,married,secondary,no,no,no,cellular,nov,21,33,3,-1,0,unknown
31,technician,single,secondary,no,no,no,telephone,apr,17,284,3,-1,0,unknown
62,management,married,tertiary,no,no,no,telephone,aug,6,245,3,-1,0,unknown
32,technician,single,tertiary,no,yes,no,cellular,apr,17,115,1,-1,0,unknown
31,services,married,secondary,no,yes,no,unknown,may,5,730,2,-1,0,unknown
51,blue-collar,divorced,primary,no,yes,no,cellular,may,11,347,1,284,2,failure
29,services,single,secondary,no,no,no,cellular,jul,17,58,1,-1,0,unknown
43,blue-collar,married,primary,no,yes,no,cellular,jul,17,180,1,-1,0,unknown
36,blue-collar,married,secondary,no,yes,no,unknown,jun,2,56,8,-1,0,unknown
34,self-employed,married,primary,no,yes,no,unknown,jun,2,326,3,-1,0,unknown
29,services,married,secondary,no,yes,no,telephone,jul,21,342,9,-1,0,unknown
57,retired,married,secondary,no,no,yes,cellular,feb,2,49,6,-1,0,unknown
43,management,married,tertiary,no,no,no,cellular,aug,12,110,1,-1,0,unknown
33,services,married,secondary,no,no,no,cellular,nov,12,253,1,92,4,failure
60,management,married,tertiary,no,no,no,cellular,aug,14,636,2,-1,0,unknown
51,technician,married,primary,no,no,no,cellular,aug,19,137,2,-1,0,unknown
40,admin.,single,secondary,no,no,no,cellular,jul,7,173,1,-1,0,unknown
51,technician,married,secondary,no,yes,no,cellular,jul,18,227,2,-1,0,unknown
38,services,married,secondary,no,yes,yes,unknown,may,19,88,5,-1,0,unknown
35,technician,married,secondary,no,yes,no,unknown,jun,2,426,3,-1,0,unknown
47,technician,married,secondary,no,yes,no,telephone,nov,18,195,3,112,8,other
45,blue-collar,married,primary,no,no,no,cellular,aug,18,230,8,-1,0,unknown
40,services,married,secondary,no,yes,no,cellular,may,12,750,2,-1,0,unknown
29,entrepreneur,single,secondary,no,no,no,cellular,jan,30,413,3,-1,0,unknown
52,management,divorced,tertiary,no,yes,no,unknown,jun,4,104,2,-1,0,unknown
26,technician,married,secondary,no,yes,yes,cellular,may,5,138,1,-1,0,unknown
31,blue-collar,single,primary,no,yes,no,unknown,may,29,334,2,-1,0,unknown
55,services,married,unknown,no,yes,no,unknown,may,30,868,1,-1,0,unknown
35,services,married,secondary,no,yes,no,telephone,jul,14,102,14,-1,0,unknown
56,management,divorced,tertiary,no,no,no,unknown,may,28,77,3,-1,0,unknown
28,blue-collar,single,secondary,no,yes,no,cellular,sep,1,199,1,92,14,success
27,student,single,secondary,no,yes,no,unknown,may,7,332,2,-1,0,unknown
30,technician,married,secondary,no,no,no,cellular,aug,7,124,2,-1,0,unknown
51,technician,married,tertiary,no,no,no,cellular,aug,25,91,9,-1,0,unknown
33,management,married,secondary,no,yes,no,cellular,may,4,104,3,-1,0,unknown
32,blue-collar,single,secondary,no,yes,no,cellular,may,18,125,1,368,4,failure
43,entrepreneur,married,secondary,no,yes,no,cellular,jul,18,635,3,-1,0,unknown
46,blue-collar,married,primary,no,no,yes,cellular,jul,15,90,1,-1,0,unknown
32,management,married,tertiary,no,yes,yes,cellular,jul,25,310,1,-1,0,unknown
40,services,married,secondary,no,yes,no,cellular,may,6,207,1,351,2,failure
39,blue-collar,married,secondary,no,no,no,unknown,jun,12,43,1,-1,0,unknown
51,blue-collar,married,primary,no,no,no,telephone,jul,16,126,4,-1,0,unknown
46,admin.,single,secondary,no,yes,no,cellular,jan,25,137,1,97,1,success
43,blue-collar,married,primary,no,yes,yes,unknown,may,15,284,5,-1,0,unknown
36,technician,married,tertiary,no,no,no,cellular,aug,28,68,6,-1,0,unknown
48,management,married,tertiary,no,no,no,cellular,nov,18,67,1,-1,0,unknown
26,admin.,single,secondary,no,yes,yes,cellular,may,18,8,2,-1,0,unknown
39,admin.,single,unknown,no,yes,no,cellular,may,11,62,1,-1,0,unknown
47,management,married,tertiary,no,no,yes,cellular,jul,7,175,1,-1,0,unknown
23,entrepreneur,single,primary,no,yes,no,unknown,may,13,395,2,-1,0,unknown
54,management,divorced,tertiary,no,yes,no,cellular,feb,11,27,1,84,3,failure
38,admin.,married,secondary,no,yes,yes,unknown,may,6,195,1,-1,0,unknown
33,technician,married,secondary,no,no,yes,cellular,feb,4,254,2,-1,0,unknown
35,admin.,divorced,secondary,no,no,yes,cellular,jul,8,199,1,-1,0,unknown
52,services,married,secondary,no,no,no,cellular,aug,26,73,17,-1,0,unknown
25,technician,single,tertiary,no,yes,no,unknown,may,14,351,1,-1,0,unknown
29,management,married,tertiary,no,yes,yes,unknown,may,7,1689,4,-1,0,unknown
35,technician,single,tertiary,no,no,no,cellular,nov,21,267,1,-1,0,unknown
49,services,married,secondary,no,no,no,unknown,may,5,234,2,-1,0,unknown
41,admin.,divorced,secondary,no,no,no,cellular,apr,26,234,10,-1,0,unknown
32,management,married,tertiary,no,no,no,cellular,aug,20,94,4,-1,0,unknown
29,admin.,single,secondary,no,yes,no,unknown,may,8,77,2,-1,0,unknown
28,blue-collar,married,secondary,no,yes,no,cellular,may,15,242,1,-1,0,unknown
59,retired,married,secondary,no,no,no,cellular,jul,18,247,4,-1,0,unknown
34,entrepreneur,married,tertiary,no,no,no,unknown,jun,9,85,4,-1,0,unknown
55,management,divorced,tertiary,no,no,no,cellular,aug,22,607,4,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,jun,17,485,2,227,4,failure
24,student,single,secondary,no,no,no,cellular,oct,27,184,1,91,2,failure
42,technician,divorced,secondary,no,yes,no,unknown,may,26,258,1,-1,0,unknown
34,management,single,unknown,no,yes,no,cellular,apr,16,156,1,147,7,other
34,admin.,married,secondary,no,no,no,unknown,may,21,160,1,-1,0,unknown
51,self-employed,married,tertiary,no,no,no,unknown,jun,16,1021,1,-1,0,unknown
58,blue-collar,married,primary,no,yes,no,cellular,jul,31,5,25,-1,0,unknown
44,technician,married,secondary,no,yes,no,cellular,jan,27,701,1,-1,0,unknown
33,blue-collar,married,secondary,no,yes,yes,cellular,may,18,732,2,291,5,failure
34,management,married,tertiary,no,no,no,cellular,aug,10,122,1,-1,0,unknown
34,admin.,married,secondary,no,yes,no,unknown,may,7,559,1,-1,0,unknown
42,blue-collar,divorced,secondary,no,yes,yes,unknown,may,8,141,1,-1,0,unknown
46,management,single,tertiary,no,yes,no,cellular,jul,21,87,4,-1,0,unknown
31,self-employed,single,tertiary,no,no,no,cellular,feb,5,577,1,-1,0,unknown
39,entrepreneur,married,tertiary,no,yes,no,cellular,jul,11,193,2,-1,0,unknown
34,management,single,tertiary,no,no,no,cellular,aug,28,210,5,-1,0,unknown
47,technician,married,secondary,no,no,no,cellular,aug,6,732,2,-1,0,unknown
42,services,divorced,secondary,no,yes,yes,unknown,may,6,121,2,-1,0,unknown
48,blue-collar,single,secondary,no,no,yes,cellular,nov,21,150,2,-1,0,unknown
30,self-employed,single,tertiary,no,no,no,cellular,nov,21,140,1,-1,0,unknown
38,technician,married,secondary,no,yes,no,cellular,nov,20,386,2,-1,0,unknown
24,services,married,secondary,no,yes,no,cellular,may,11,733,2,-1,0,unknown
34,technician,married,secondary,no,yes,no,cellular,nov,19,108,1,-1,0,unknown
46,management,single,tertiary,no,no,yes,cellular,nov,17,80,1,152,1,failure
32,admin.,divorced,secondary,yes,yes,no,unknown,may,12,155,3,-1,0,unknown
46,services,married,secondary,no,yes,yes,cellular,may,13,389,4,-1,0,unknown
26,self-employed,married,tertiary,no,yes,no,cellular,feb,9,133,3,-1,0,unknown
42,blue-collar,married,secondary,no,yes,no,cellular,nov,21,328,6,-1,0,unknown
50,technician,married,secondary,no,yes,no,cellular,jul,23,119,2,-1,0,unknown
41,blue-collar,married,primary,no,yes,no,unknown,jun,16,87,6,-1,0,unknown
34,admin.,single,secondary,no,no,yes,cellular,nov,18,162,1,173,3,failure
32,services,married,secondary,no,yes,no,unknown,may,15,294,2,-1,0,unknown
58,housemaid,single,tertiary,no,yes,yes,cellular,jul,16,128,2,-1,0,unknown
45,technician,married,secondary,no,yes,no,cellular,may,6,108,1,-1,0,unknown
28,admin.,single,secondary,no,yes,yes,cellular,feb,6,172,2,-1,0,unknown
35,technician,married,secondary,no,yes,yes,unknown,may,14,208,5,-1,0,unknown
39,services,married,secondary,no,yes,no,unknown,may,20,212,2,-1,0,unknown
49,unemployed,divorced,tertiary,no,no,no,cellular,nov,8,148,1,871,2,failure
50,management,married,tertiary,no,yes,no,cellular,feb,4,99,1,-1,0,unknown
37,management,married,tertiary,no,no,no,cellular,feb,3,185,1,92,1,success
45,blue-collar,married,primary,no,no,no,cellular,aug,6,133,2,-1,0,unknown
30,housemaid,single,secondary,no,no,no,cellular,feb,6,170,1,-1,0,unknown
